title,label
日本发布安保战略三文件涉华消极内容，中方：已提出严正交涉,国际
背离和平主义的安保三文件获通过，增税为国防预算买单成岸田新挑战,国际
第一观察｜二十大后，习近平主席密集会晤外国政要,国际
马来西亚一露营营地发生山体滑坡，致16死17失踪,国际
卡塔尔陷行贿丑闻，马克龙称抵制世界杯没用、还要赴现场看决赛,国际
外媒调查：一跃为亚洲首富的印度“煤老板”阿达尼发家疑云,国际
美国冬季新冠病例数上升，政府恢复提供免费居家检测试剂盒,国际
日本内阁会议通过三份新修订的安保文件,国际
乌克兰基辅等多地遭袭，哈尔科夫完全断电,国际
外媒：阿拉斯加小镇成美国首批因气候变化集体搬迁的社区之一,国际
谷歌公司否认操纵香港地区的国歌搜索结果，外交部回应,国际
日本外相本月下旬访华？外交部：中日就此事一直保持沟通,国际
日媒：日本拟定2023年度防务费6.8万亿日元，再创新高,国际
被欧盟高官喊话“土耳其应制裁俄罗斯”，埃尔多安：他没资格,国际
联合国常务副秘书长答澎湃：发达国家要和发展中国家创造互信的条件,国际
西索欧洲评论｜复辟“德意志帝国”：一场闹剧，一个警示,国际
美国参议院通过《国防授权法案》，国防开支将创纪录,国际
美媒多名科技记者推特账号遭封禁，推特及马斯克均未回应,国际
埃尔多安热门竞争对手被判监禁，数千人在伊斯坦布尔抗议,国际
联合国环境署执行主任答澎湃：我们要保护的是所有地方所有生物,国际
每张99美元！特朗普推出数字交易卡，把自己P成超级英雄,国际
COP15中国角上海日：上海代表团团长程鹏带你逛展区,国际
印度成功试射“烈火-5”型洲际弹道导弹,国际
代表离席风波后，COP15主席宣布谈判进程加快并启动“双轨”制,国际
卸任议长后仍会服务人民吗？佩洛西拒答：别拿这种问题来烦我,国际
普京：俄罗斯绝不会走自我封闭的道路,国际
巴尔干局势紧张，塞尔维亚致函北约要求批准塞军警进驻科索沃,国际
卡斯蒂略人虽走茶未凉，“撕裂的秘鲁”长治久安或成奢望,国际
王毅在“77国集团和中国”部长级会议上发表书面致辞,国际
朝鲜进行固体燃料发动机地上点火试验,国际
冬季风暴袭击美国多地，已造成3人死亡,国际
明查｜法国家庭今冬将每天停电两小时？误导,国际
欧盟冬季峰会闭幕，通过第九轮对俄制裁方案,国际
波黑正式成为欧盟候选成员国,国际
中国驻美大使秦刚会见美国财长耶伦,国际
习近平在《生物多样性公约》第十五次缔约方大会第二阶段高级别会议开幕式上的致辞（全文）,国际
习近平向《生物多样性公约》第十五次缔约方大会第二阶段高级别会议开幕式致辞,国际
美国一大学校长发怪声自称仿“亚洲语言”，被批“种族主义”,国际
刘鹤：对于明年中国经济实现整体性好转，我们极有信心,国际
一名联合国维和人员在黎巴嫩遇害,国际
乌克兰文化部长呼吁盟国抵制俄罗斯文化，西方文艺界反应冷淡,国际
44岁泰国长公主因心脏问题失去知觉被送医，目前已脱离危险,国际
普京：到今年底，俄罗斯GDP预计将下降约2.5%,国际
英国NHS爆发史上最大规模护士罢工：10万人参加,国际
持续追踪｜俄对乌空袭再度升级，普京破例取消年度新闻发布会,国际
世贸组织成员严厉批评美国贸易政策，要求其放弃单边主义保护主义,国际
马斯克再次抛售近36亿美元股票，特斯拉市值创近两年新低,国际
俄两名宇航员因技术原因取消太空行走,国际
特朗普宣布将发表重磅消息：“美国需要一个超级英雄”,国际
美非峰会召开，拜登称“深刻关切非洲”,国际
李明博将不再申请延长暂缓服刑，韩媒：其获特赦的可能性很大,国际
世贸组织日内瓦会议上多国批评“美国优先”政策，中方回应,国际
美政府计划将部分中企从未经核实清单中移除，外交部回应,国际
伊朗被撤销联合国妇女地位委员会成员资格，中方反对决议,国际
俄媒：白俄罗斯议员称本国将在不久的将来加入上合组织,国际
美国出台《通胀削减法案》，盟友纷纷反对“美国优先”立场,国际
秘鲁全国进入30天紧急状态，前总统卡斯蒂略或面临18个月审前羁押,国际
COP15专访｜上海生态环境局局长程鹏：提供人与自然和谐共生的“上海方案”,国际
上海日亮相COP15中国角：城市与自然的融合，河口与海洋的交汇,国际
德国一激进环保组织涉嫌成立犯罪组织遭调查，曾闯入机场跑道,国际
新冠疫情下药品短缺，韩国下令多家制药公司：快增产感冒药！,国际
美太空军驻韩部队成立，为美军海外第三支太空部队,国际
美官员：俄乌冲突今年年底前难结束，和谈须由泽连斯基决定,国际
美国众议院通过法案以避免政府停摆,国际
英媒：离任首相后，约翰逊演讲3个月收入超100万英镑,国际
谭德赛谈及家乡提格雷：得知叔叔在冲突中被害，差点取消世卫会议,国际
全球锐评｜无人机奔袭俄罗斯本土，乌克兰为何敢摸老虎屁股？,国际
驻曼彻斯特总领馆遭暴力滋扰，中使馆：英政府包庇反华分子,国际
克里姆林宫：乌克兰若部署爱国者系统，将成为俄军的合法目标,国际
世卫：期待明年能宣布新冠疫情不再是国际关注的突发公卫事件,国际
法国晋级世界杯决赛，马克龙现场观赛发推“致敬摩洛哥朋友”,国际
耿爽大使在经社理事会关于“开除伊朗联合国妇女地位委员会成员国地位”问题的发言,国际
现场手记｜和当地劳工一起看世界杯，管窥“卡塔尔折叠”另一面,国际
刘栋的Vlog｜带你看看COP15上196个缔约方咋谈判的,国际
明查｜美国男子有“超级血液”、稀释1万倍也能杀死病毒？,国际
美联储主席：加息不会使经济陷入衰退，预计明年不会降息,国际
秘鲁政府宣布全国进入紧急状态,国际
美联储宣布加息50个基点,国际
习近平向第十五届中国－拉美企业家高峰会发表书面致辞,国际
学习进行时｜二十大后重要外交活动，这些关键词习近平总书记反复提及,国际
广岛与长崎市长会见岸田，希望明年G7广岛峰会探讨核裁军,国际
一艘移民船在英国多佛海岸附近沉没，已致4人死亡,国际
美国实现全球首次激光核聚变点火，外媒：或有利于美核武研究,国际
新西兰总理爆粗被录下，骂政治对手“傲慢的混蛋”,国际
佩斯科夫：俄乌未就新年期间停火问题进行任何沟通,国际
韩媒：韩国年度孤独死人数创新高，较五年前增四成,国际
基辅遭无人机袭击：乌方称击落10架，2座行政大楼受损,国际
美计划将30多家中企列入贸易黑名单，外交部：科技霸凌,国际
谱写中阿关系崭新篇章，习近平强调中阿合作重要意义,国际
三个词读懂“三环峰会”,国际
美议员欲将华为等外企排除在美财政系统外，外交部回应,国际
外交部：核污染水排海关乎全球海洋环境和相关国家公众健康,国际
日本拟将中国定位为“威胁”，外交部回应,国际
外交部：将伊核问题同其他问题挂钩，只会让谈判走进死胡同,国际
外交部：支持香港特别行政区政府坚定维护国歌尊严,国际
外交部：谁是真正为非洲好，非洲国家和人民最有发言权,国际
泽连斯基呼吁俄方圣诞节前撤军，克宫：今年年底不可能,国际
多名政要被曝涉煤炭贪腐案，蒙古拟推动涉案煤企上市“消除腐败”,国际
简化剔除极右翼分子程序，德国军方及内政部均在积极草拟提案,国际
新西兰明年起将逐步全面禁烟，2008年后出生公民不能买烟,国际
欧洲议会曝史上最大腐败丑闻：副议长遭停职，卡塔尔否认行贿,国际
美军高官：俄开始使用库存旧弹药，对乌攻势至多维持到明年初,国际
拜登曾称美国疫情已终结，福奇最新表态：我们仍在大流行之中,国际
法国外长：巴黎筹款大会已为乌克兰认捐超10亿欧元,国际
乌克兰首都基辅响起多次巨大爆炸声,国际
俄媒：联合国副秘书长访赫尔松，遭俄方官员指责违反程序,国际
时隔10年再参与长篇动画制作，宫崎骏奇幻新作将于明夏上映,国际
联合国表彰首批世界十大生态恢复旗舰项目，山水工程榜上有名,国际
COP15过半资金问题成焦点，黄润秋：各方需拿出更大勇气、智慧和决心,国际
被希腊警察枪击的罗姆少年身亡，政府重申案件正在调查中,国际
梨泰院幸存者被发现死于自杀：朋友在此前事故中身亡,国际
福奇：新冠疫情传谣者整天“带节奏”，科学家更要站出来发声,国际
韩媒：韩国将向乌克兰提供300万美元“温暖过冬”人道援助,国际
《灌篮高手》与“爷青回”：中日民间文化交流的往事与未来,国际
俄总统新闻秘书：俄罗斯不打算在今年年底前从乌克兰撤军,国际
美媒：美将首次向乌克兰提供“爱国者”防空系统,国际
习近平将向《生物多样性公约》第十五次缔约方大会第二阶段高级别会议开幕式致辞,国际
240秒看习主席阿拉伯国家“非常”之行,国际
古特雷斯：强烈谴责阿富汗喀布尔酒店袭击事件,国际
丹麦将组建由社会民主党、自由党、温和党组成的新政府,国际
明查｜伊朗职业足球运动员因支持女性将被处决？,国际
俄副外长：部分俄外交官将被迫撤离美国,国际
驻欧盟使团团长傅聪向欧盟对外行动署礼宾负责人递交国书副本,国际
英国超4万名铁路工人开始新一轮罢工，英政府暂未就调薪让步,国际
ChatGPT爆火，我们是否可以信任聊天机器人？,国际
开启中国同阿拉伯世界关系新时代——记习近平主席出席首届中国－阿拉伯国家峰会,国际
欧盟理事会建议授予波黑欧盟候选国地位,国际
英国家庭消费能力下降，大量退休老人考虑重寻工作机会,国际
中匈签署两国建立政府间“一带一路”合作委员会协定,国际
外媒：新西兰颁布法令禁止向2009年以后出生人群销售烟草,国际
秦刚：不久的将来防疫措施会再优化，从世界各地赴华更容易,国际
外媒：涉嫌引发洛克比空难的第三名嫌疑人已被美方拘留,国际
洛杉矶新上任女市长：超4万人无家可归，必须多部门协力应对,国际
推特信任与安全委员会被解散，该组织曾就平台仇恨言论提建议,国际
马斯克“羞辱”福奇，白宫正面回应：言辞令人作呕,国际
哈里指责英国王室：乐于撒谎保护我哥，不愿说真话保护我,国际
韩国发布五年保育计划，明年起新设“父母补贴”,国际
外交部介绍谢锋与康达、罗森伯格在河北廊坊会谈情况,国际
外交部：有5名中国公民在阿富汗喀布尔恐袭事件中受伤,国际
外交部：各国不能再对华盛顿的单边主义、保护主义听之任之,国际
外交部：坚决反对把非洲当作大国博弈的竞技场,国际
中俄两国元首将在年前举行视频会晤？外交部回应,国际
极端组织袭击阿富汗一家有中国公民入住的酒店，外交部回应,国际
印媒称中印日前在边界地区发生冲突，外交部回应,国际
阿塔就武装人员向巴开火致歉，冲突起因仅是“围栏修理”？,国际
赓续中海友好传统，习近平强调建立中海战略“四个伙伴”关系,国际
卢拉获准成为巴西下任总统，博索纳罗支持者袭击首都警察总部,国际
泽连斯基夫人访法会见马克龙夫人，称赞巴黎学校开乌克兰语课,国际
基轴、力量、典范：新时代中国与阿拉伯国家合作展望,国际
法美联合研制SWOT卫星将发射升空，分辨率提高十倍,国际
美国“移民驱逐令”将失效，南美千余移民深夜涉水抵达得州,国际
尹锡悦年底或“大赦”，前总统李明博成焦点,国际
首尔梨泰院踩踏事故继续追责，韩国行政安全部长官被罢免,国际
泽连斯基：我9岁的儿子知道俄乌冲突中使用的所有武器名称,国际
日本执政党同意三份安保文件修改内容，强调“自由开放印太”,国际
伙伴握手的时刻,国际
马斯克登台遭狂嘘，脱口秀演员调侃：台下都是被你裁掉的人吧,国际
极端组织“伊斯兰国”称对喀布尔酒店袭击爆炸事件负责,国际
热解读｜元首外交引领下，新时代中阿友好关系焕发新生机,国际
海湖庄园文件案特朗普诉讼被驳回，数月法律战告一段落,国际
G7成立多机构平台协调乌克兰重建，对标“马歇尔计划”,国际
马斯克推特发文嘲讽福奇，白宫：危险，令人作呕,国际
国际能源署：欧盟今年有望度过能源危机，但明年困难得多,国际
驻英国使馆发言人就英国官员涉华错误言论答记者问,国际
G7承诺满足乌克兰紧急防空需求，欧盟同意追加20亿欧军援,国际
中国角将迎“上海日”，带海外公众领略上海的湿地,国际
欧盟宣布对伊朗5个实体和24名个人实施制裁,国际
阿富汗一中国人聚居酒店遇袭发生爆炸，人员跳窗逃生画面曝光,国际
喀布尔一酒店遭袭，阿富汗临时政府发言人称无外国公民死亡,国际
欧洲议会四人涉嫌腐败，欧盟成员国多位外长称欧盟信誉受威胁,国际
持续追踪｜俄乌前线新一轮激战开启，土耳其斡旋扩大粮食协议,国际
时习之丨构建面向新时代的中阿命运共同体，习近平提出中国倡议,国际
王毅同韩国外长朴振举行视频会晤,国际
西方国家对俄罗斯石油“限价令”生效一周，国际油价不涨反降,国际
印尼巴厘省省长：游客不需担忧因婚外性行为禁令被判刑,国际
专家：2023年澳大利亚或将有百万人现“长新冠”症状,国际
俄罗斯总统普京今年将不举行年度记者会,国际
迫于民众抗议压力，秘鲁新任总统提议将总统选举时间提前,国际
反对党集会呼吁总理下台，孟加拉国政府：不会屈从于内外压力,国际
马斯克嘲讽福奇往日封城言论，多方激烈批评：你有钱，但没品,国际
韩国新婚夫妇数同比减少8万对，减少数量和幅度均创最高纪录,国际
谢锋同美国务院助理国务卿康达、白宫国安会高级主任罗森伯格举行会谈,国际
美国国务院高级官员访华，外交部：会谈是坦诚、深入、建设性的,国际
外交部答澎湃：中方一贯支持海合会国家同伊朗改善关系开展合作,国际
外交部：敦促美方停止借人权问题污蔑抹黑中国，切实反省自身劣迹,国际
美方借口涉藏问题非法制裁中方官员，外交部：强烈谴责,国际
学习语丨开创中海关系更加美好的新时代,国际
首届中阿峰会上，习近平这样阐释中阿友好精神,国际
中国生物多样性保护目标执行情况好于全球平均水平,国际
俄乌冲突引发民众担忧，“战”字当选日本2022年度汉字,国际
中东睿评｜没有最右，只有更右？内塔尼亚胡面临的组阁挑战,国际
《生物多样性公约》执秘对话中国民间组织并答澎湃：对谈判充满信心,国际
福克斯新闻因“散布操纵选举结果传言”被起诉，默多克将作证,国际
日本公布2022年度热门汉字：“战”字当选,国际
科索沃北部局势升温，武契奇呼吁塞族与阿族“维护和平”,国际
东京大学研究：“地狱犬”毒株相比BA.5，病原性相同或更低,国际
NASA局长大谈所谓“太空竞争”：“美国将先于中国登月”,国际
《生物多样性公约》执秘答澎湃：对框架谈判非常乐观,国际
欧盟将讨论进一步制裁俄罗斯与伊朗，追加对乌克兰武器援助,国际
外媒：欧洲圣诞购物季遭遇逆风，将为2007年以来最低迷,国际
日本将敲定《国家防卫战略》，自民党称防务费增额不排除发国债,国际
现场丨航行225万公里，“猎户座”完成绕月飞行重返地球,国际
多家中企入选生物多样性保护最佳实践案例集,国际
胡春华会见阿联酋副总理兼总统办公厅主任曼苏尔,国际
无家可归者超4万人，美国洛杉矶市将宣布进入紧急状态,国际
法国体育部长：马克龙或赴卡塔尔现场观看法国摩洛哥对决,国际
日美菲陆军举行高层会议称“不针对特定国家”，同意每年举行一次,国际
“帝国公民”极右翼未遂政变后，德国政府计划收紧枪支法,国际
埃尔多安与普京通话，敦促俄“清除”叙利亚北部库尔德武装,国际
外媒：卢甘斯克官员称俄罗斯瓦格纳雇佣军集团总部遭乌军攻击死伤惨重,国际
泽连斯基与拜登通电话：希望在能源领域深化合作,国际
COP15大会盘点：各项议程取得积极进展，已制定清晰谈判路线图,国际
明查｜代号“地狱犬”的新冠变异毒株，在日本“杀疯了”？,国际
美媒：科索沃计划提交加入欧盟的申请，目标2030年实现,国际
金色相框丨习近平出席首届中国－阿拉伯国家峰会、中国－海湾阿拉伯国家合作委员会峰会并对沙特进行国事访问,国际
阿拉伯国家人士高度评价习近平主席主旨讲话,国际
秘鲁新内阁宣誓就职，民众不满前总统被罢免举行抗议活动,国际
梅德韦杰夫：俄罗斯正扩大最具杀伤力武器生产,国际
日本私企研发的登月舱发射升空，尝试明年4月在月球着陆,国际
美国助理国务卿11日起将访问中韩日，并为布林肯访华做准备,国际
第1视点丨习近平：共同开创中海关系美好未来,国际
乌克兰敖德萨市长称所有非关键基础设施断电，该市人口超百万,国际
国际锐评丨“既古老又年轻”的中海关系将焕发更大生机,国际
第1视点｜习近平：携手构建面向新时代的中阿命运共同体,国际
科索沃警察与塞族人交火致局势升级，塞尔维亚欲向科索沃派兵,国际
镜观·领航丨弘扬中阿友好精神，携手构建面向新时代的中阿命运共同体,国际
智利拉斯卡尔火山喷出六千米灰柱，当地发布安全警告,国际
首届中阿峰会上，习近平这样论中阿友好合作,国际
俄罗斯宣布对来自“不友好国家”部分进口商品征收35%关税,国际
美国发生严重输油管道泄漏事故，清理和调查工作正在进行中,国际
法国和摩洛哥晋级世界杯四强，巴黎的狂欢球迷与警方发生冲突,国际
构建面向新时代的中阿命运共同体，开创中海关系美好未来,国际
时政微纪录丨习近平沙特行,国际
俄称打击乌军目标，乌称击退俄军进攻,国际
大外交｜阿拉伯国家“向东看”，首脑峰会助推中阿合作提质升级,国际
美国民调：70%的受访者不希望拜登竞选连任,国际
意大利总统马塔雷拉感染新冠病毒,国际
泰国庆祝今年迎来1000万旅客人次，总理巴育迎接外国游客,国际
有声海报丨习近平这样擘画中国与海合会合作,国际
沙特人士高度评价习近平主席署名文章,国际
美民主党一参议员宣布退党，外媒：暂不影响民主党参院控制权,国际
习近平结束出席中国-阿拉伯国家峰会、中国-海湾阿拉伯国家合作委员会峰会并对沙特进行国事访问回到国内,国际
联合国：白俄罗斯允许乌出口粮食过境，不设任何前提条件,国际
“三重疫情”肆虐美国，药房老板：药品售罄,国际
首届中阿峰会利雅得宣言,国际
印尼刑法修正案争议背后的难题：我们是谁，我们要往何处去？,国际
韩国：日本应就福岛核电站污水排放问题加大环境监测力度,国际
白宫顾问：拜登下周宣布美国支持非洲联盟加入G20,国际
刚强@大国外交最前线丨有所作为，有所不为，大有可为，中阿关系划时代的里程碑,国际
有声海报丨携手构建面向新时代的中阿命运共同体,国际
时政新闻眼丨习近平出席两场历史性峰会，向世界传递了什么？,国际
习近平在首届中国－阿拉伯国家峰会上提出中阿务实合作“八大共同行动”,国际
时政新闻眼丨习近平中东之行，这两个特征十分鲜明,国际
巴西败选总统博索纳罗打破沉默：大选结果“伤害了我的灵魂”,国际
马克龙：明年开始，法国18至25岁年轻人可免费获得安全套,国际
习近平出席首届中国-海湾阿拉伯国家合作委员会峰会并发表主旨讲话,国际
习近平出席首届中国-阿拉伯国家峰会并发表主旨讲话,国际
党争干扰抗疫，是特朗普让美国人丢掉性命了吗？福奇这样回应,国际
观察｜日本三大安保文件修订在即，强化防卫力最终目标在哪？,国际
中华人民共和国和海湾阿拉伯国家合作委员会合作与发展峰会联合声明,国际
习近平在首届中国－阿拉伯国家峰会开幕式上的主旨讲话,国际
首届中阿峰会利雅得宣言,国际
习近平会见阿尔及利亚总理阿卜杜拉赫曼,国际
习近平会见黎巴嫩总理米卡提,国际
习近平在中国－海湾阿拉伯国家合作委员会峰会上的主旨讲话,国际
美国将向乌克兰提供2.75亿美元新一轮援助,国际
习近平会见也门总统领导委员会主席,国际
习近平会见阿曼内阁副首相法赫德亲王,国际
习近平在首届中国－阿拉伯国家峰会开幕式上的主旨讲话,国际
中华人民共和国和沙特阿拉伯王国联合声明,国际
疫情能让人们“长记性”？福奇不信：好了伤疤忘了疼是本性,国际
习近平会见巴林国王,国际
“这是一次传承之旅，更是一次开创之旅”｜从习主席署名文章看大国外交,国际
美邪教头目遭联邦政府部门调查：有逾20名“妻子”，多数未成年,国际
习近平出席首届中国－海湾阿拉伯国家合作委员会峰会并发表主旨讲话,国际
外媒：美国两党罕见合作，通过法案保护“同性婚姻”,国际
韩媒：韩总统尹锡悦或特赦李明博,国际
能完全消灭新冠病毒吗？福奇谈从疫情所得的教训,国际
外媒：由于普京威胁用“核武”，印度总理莫迪不参与俄印峰会,国际
美媒称美国计划对中国实施新的制裁，外交部回应,国际
外媒：伊朗抗议仍发酵，总统莱希强调倾听学生但反对“骚乱”,国际
美国遭“三重疫情”冲击，2月龄患儿母亲：我真的非常害怕,国际
外媒：俄罗斯和美国代表9日将在土耳其会面,国际
普京称俄罗斯将继续打击乌克兰能源设施：是他们先来挑衅的,国际
福奇谈新冠疫情威胁：目前缺乏持久的保护，必须警惕病毒变异,国际
沙特媒体：习近平主席此访将给两国关系带来“质的改变”,国际
福奇：我为何会如此生气？有议员将全球新冠死者统统归罪于我,国际
来论｜是时候拒绝做山姆大叔的冤种朋友了,国际
视频丨习近平：相信卡塔尔世界杯将取得圆满成功，成为一届能够载入史册的世界杯,国际
习近平会见索马里总统,国际
习近平会见科摩罗总统,国际
习近平会见卡塔尔埃米尔,国际
蓝厅观察丨首届中阿峰会恰逢其时，向世界提供互惠互利合作典范,国际
韩媒：韩国货运工会经投票决定停止罢工，卡车司机返回岗位,国际
韩国将向乌克兰提供发电机等人道援助物品,国际
习近平会见吉布提总统,国际
习近平会见毛里塔尼亚总统,国际
坚持人与自然和谐共生，全球期待生物多样性治理新蓝图,国际
元首外交丨庆幸在最好年华“遇到”中文,国际
高清大图丨中国沙特关系的“重要里程碑”！,国际
外交部：中加应共同反对将经济问题政治化、泛安全化,国际
德国研究机构评估中国科兴疫苗“足够安全”，外交部回应,国际
外交部答澎湃：人民币跨境支付运用对促进中阿贸易往来发挥了重要作用,国际
习近平会见伊拉克总理苏达尼,国际
美方下一年度国防法案含对台100亿美元军援，外交部：坚决反对,国际
美方称中美朝鲜事务特别代表举行会晤？外交部回应,国际
元首外交vlog｜习主席署名文章在沙特媒体“置顶”,国际
中阿交往中，习近平引用的这些古语谚语意蕴深长,国际
德国极右翼政变阴谋嫌疑人增至54人，更多细节浮出水面,国际
土耳其海峡20余艘油轮排长队，让全球石油市场雪上加霜？,国际
默克尔称明斯克协议是为给乌克兰赢得时间，俄方：妥妥的证词,国际
国防预算创纪录！美众院通过8580亿美元国防授权法案,国际
中国与沙特签署共建“一带一路”倡议与“2030愿景”对接实施方案,国际
习近平会见突尼斯总统,国际
刚强@大国外交最前线丨一份历史性的协议，聊聊中沙合作中的“能源”“地缘”“同心圆”,国际
美国布朗大学明令禁止种姓歧视：南亚裔师生今后可受政策保护,国际
加薪谈判40次未果，《纽约时报》员工时隔40年再“罢工”,国际
60秒，带你认识沙特阿拉伯王国,国际
第一观察·瞬间｜最高礼遇展现中沙关系“热度”,国际
COP15大会认定浙江省湖州市为生态文明国际合作示范区,国际
外媒：古吉拉特邦选举印人党大胜，选民仍对莫迪“充满信心”,国际
记者手记｜拯救这个星球的生物，我们能做到吗？,国际
秘鲁被罢免总统卡斯蒂略涉嫌叛乱罪受审，已向墨西哥申请庇护,国际
秦刚大使在美中贸委会年度晚宴上的主旨演讲,国际
英国“长新冠”患者：以为永远无法痊愈，治疗9个月后终好转,国际
俄军火商换回美国女球员，特朗普前国安顾问：“美国投降了”,国际
美俄达成新一轮换囚，仍在俄服刑的美公民：为何我还在坐牢？,国际
俄总统新闻秘书：俄方只计划夺回签约“入俄”的乌东四地控制权,国际
韩国按周岁计龄案获国会通过，明年6月施行,国际
视频丨习近平：中方坚定支持巴勒斯坦人民正义事业，始终同巴勒斯坦人民站在一起,国际
视频丨习近平：携手努力，朝着新时代构建中埃命运共同体目标迈进,国际
释新闻｜秘鲁总统卡斯蒂略被弹劾下台始末,国际
明查｜俄罗斯当局开始向民众发放粮票、肉票？,国际
俄外交部：俄公民布特与美国女篮运动员格里纳在阿布扎比机场完成交换,国际
独家视频丨习近平：在实现民族振兴的道路上携手前进，推动中沙全面战略伙伴关系得到更大发展,国际
习近平会见科威特王储米沙勒,国际
习近平会见苏丹主权委员会主席布尔汉,国际
习近平会见巴勒斯坦总统,国际
习近平会见埃及总统,国际
中沙两国元首签署《中华人民共和国和沙特阿拉伯王国全面战略伙伴关系协议》,国际
欧盟正式批准克罗地亚加入申根区,国际
俄罗斯：瑞典和丹麦拒绝俄参与“北溪”事件调查,国际
习近平接受苏欧德国王大学授予名誉博士学位,国际
习近平会见沙特国王,国际
外媒：一名伊朗男子被判定犯有“向真主开战”罪行遭处决,国际
